xdes, ydes, zdes, vxdes, vydes, vzdes, phides, thetades, psides, x, y, z, vx, vy, vz, phi, theta, psi
0, 0, 0, 0, 0, 0, 7.47273e-06, 0.000177079, -0.309398, -5.98107e-05, 7.41166e-05, -3.61285e-05, 0.00074837, 0.000369637, 0.000424124, -0.0198661, -0.00572546, 0.0978476
0, 0, 0, 0, 0, 0, -6.99138e-05, 0.000210623, -0.309455, -4.99079e-05, 8.18772e-05, -4.69237e-05, 0.000803429, 0.000639465, -0.000151189, -0.0198521, -0.00574977, 0.097832
0, 0, 0, 0, 0, 0, -0.000147086, 0.000304822, -0.309423, -4.76959e-05, 9.40744e-05, -6.64782e-05, 0.000564483, 0.000914945, -0.00067386, -0.0198909, -0.00574492, 0.0978356
0, 0, 0, 0, 0, 0, -0.000257612, 0.000341588, -0.309374, -4.96264e-05, 0.000100656, -8.009e-05, 0.000356895, 0.000833514, -0.000636256, -0.0198143, -0.00573904, 0.0977985
0, 0, 0, 0, 0, 0, -0.00038389, 0.000255773, -0.309386, -5.52801e-05, 0.000103873, -8.92693e-05, 0.000163813, 0.000718302, -0.000512987, -0.0197359, -0.00567865, 0.0977329
0, 0, 0, 0, 0, 0, -0.000361053, 0.00016701, -0.309268, -6.27576e-05, 0.000102584, -8.78492e-05, 3.20478e-05, 0.000511366, -0.000143346, -0.019716, -0.00573239, 0.0977058
0, 0, 0, 0, 0, 0, -0.000322834, 8.15274e-05, -0.309061, -7.24501e-05, 9.75306e-05, -7.83185e-05, -0.000114456, 0.000301563, 0.000213713, -0.0197014, -0.00571368, 0.0977325
0, 0, 0, 0, 0, 0, -0.000243185, 1.67726e-05, -0.308975, -7.24501e-05, 9.75306e-05, -7.83185e-05, -0.000114456, 0.000301563, 0.000213713, -0.0197014, -0.00571368, 0.0977325
0, 0, 0, 0, 0, 0, -0.000161789, -5.49749e-05, -0.30906, -8.17913e-05, 9.46358e-05, -6.49319e-05, -0.000212894, 0.000337607, 0.000498583, -0.019699, -0.00582222, 0.0977414
0, 0, 0, 0, 0, 0, -0.000179908, -9.69771e-05, -0.309088, -8.90537e-05, 9.52724e-05, -5.60312e-05, -0.000178899, 0.000447838, 0.00043846, -0.019697, -0.00574868, 0.0977109
0, 0, 0, 0, 0, 0, -0.000179908, -9.69771e-05, -0.309088, -9.32702e-05, 9.69837e-05, -5.42836e-05, -0.000103122, 0.00047786, 0.000153847, -0.0196869, -0.00571742, 0.097635
0, 0, 0, 0, 0, 0, -0.000224159, -8.09239e-05, -0.308991, -9.67582e-05, 9.97436e-05, -6.09817e-05, -8.98171e-05, 0.000486551, -0.000227473, -0.0196597, -0.00566164, 0.0976533
0, 0, 0, 0, 0, 0, -0.000234073, -4.99622e-05, -0.308751, -9.64462e-05, 9.71463e-05, -6.70793e-05, 2.61346e-05, 0.00023167, -0.000343059, -0.0196141, -0.00552635, 0.0975621
0, 0, 0, 0, 0, 0, -0.000238059, -4.51802e-05, -0.308809, -8.9739e-05, 8.22719e-05, -7.44974e-05, 0.000270716, -0.000355822, -0.000487161, -0.0195033, -0.0055441, 0.0974641
0, 0, 0, 0, 0, 0, -0.000128089, -7.88331e-06, -0.308521, -7.931e-05, 5.96373e-05, -7.97888e-05, 0.000462645, -0.00090184, -0.000463324, -0.019506, -0.00557568, 0.0974507
0, 0, 0, 0, 0, 0, 0.000127467, 7.04829e-05, -0.308211, -6.52122e-05, 2.93175e-05, -8.15612e-05, 0.000676361, -0.00144469, -0.000364359, -0.0195086, -0.00559985, 0.0974556
0, 0, 0, 0, 0, 0, 0.000366514, 0.000129901, -0.308168, -4.89486e-05, -3.81421e-06, -7.95011e-05, 0.000880121, -0.00185905, -0.00025175, -0.0194318, -0.0055504, 0.0974371
0, 0, 0, 0, 0, 0, 0.000607742, 0.000199314, -0.308184, -4.89486e-05, -3.81421e-06, -7.95011e-05, 0.000880121, -0.00185905, -0.00025175, -0.0194318, -0.0055504, 0.0974371
0, 0, 0, 0, 0, 0, 0.000796895, 0.000270426, -0.308125, -3.68072e-05, -3.27416e-05, -7.6832e-05, 0.000878761, -0.00196297, -0.000202233, -0.0194079, -0.00542738, 0.0973787
0, 0, 0, 0, 0, 0, 0.000849096, 0.000268749, -0.307941, -2.71817e-05, -5.50419e-05, -7.08798e-05, 0.000876571, -0.00185674, -0.000130716, -0.0193742, -0.00545214, 0.0974033
0, 0, 0, 0, 0, 0, 0.000849096, 0.000268749, -0.307941, -2.27338e-05, -6.82125e-05, -6.30491e-05, 0.000784409, -0.00158836, -0.000107026, -0.0192709, -0.00549811, 0.0974612
0, 0, 0, 0, 0, 0, 0.000812958, 0.000274482, -0.308018, -2.37487e-05, -7.35905e-05, -5.23011e-05, 0.000657102, -0.00130467, 2.01747e-05, -0.0192525, -0.00548245, 0.0974692
0, 0, 0, 0, 0, 0, 0.00070365, 0.000248431, -0.308201, -2.88702e-05, -6.64171e-05, -4.84613e-05, 0.000531303, -0.000788641, -0.000108279, -0.0192639, -0.00551495, 0.0975835
0, 0, 0, 0, 0, 0, 0.000583994, 0.000207132, -0.308227, -3.57759e-05, -5.46648e-05, -5.28654e-05, 0.00044845, -0.000473919, -0.000343341, -0.0193428, -0.00549055, 0.0975397
0, 0, 0, 0, 0, 0, 0.000364968, 0.000174779, -0.308588, -4.59741e-05, -3.9006e-05, -6.24542e-05, 0.000260243, -0.000244566, -0.000474163, -0.0193787, -0.00548068, 0.0975562
0, 0, 0, 0, 0, 0, 0.000228629, 0.000151597, -0.30845, -5.86506e-05, -2.57473e-05, -7.5063e-05, 3.00236e-05, -0.000245027, -0.000546981, -0.0194064, -0.00552077, 0.0975865
